"ID_Fahrzeug","ID_T01","Fehlerhaft_Datum_T01","Fehlerhaft_Fahrleistung_T01","ID_T02","Fehlerhaft_Datum_T02","Fehlerhaft_Fahrleistung_T02"
"12-1-12-316574","1-202-2021-992011",2016-08-19,33026.01,"2-202-2022-1736511",2016-06-20,35786.1698630137
"12-1-12-316366","1-201-2011-993424",2015-12-16,11790,"2-202-2022-1741736",2016-06-26,36448.8767123288
"12-1-12-316475","1-202-2021-993646",2016-08-23,33294.51,"2-202-2022-1740642",2016-06-25,36200.3616438356
"12-1-12-316477","1-201-2011-993540",2015-12-16,11694,"2-202-2022-1740964",2016-06-25,36200.3616438356
"12-1-12-316495","1-202-2021-994684",2016-08-25,33428.76,"2-201-2011-746408",2016-06-24,36117.5232876712
"12-1-12-316603","1-201-2011-994546",2015-12-18,11694,"2-202-2022-1741618",2016-06-26,36117.5232876712
"12-1-12-316612","1-201-2011-994879",2015-12-19,11742,"2-202-2022-1741498",2016-06-26,36117.5232876712
"12-1-12-316527","1-201-2011-993102",2015-12-15,11647,"2-201-2011-747074",2016-06-26,36283.2
"12-1-12-316638","1-201-2011-994046",2015-12-17,11647,"2-202-2022-1742199",2016-06-27,36200.3616438356
"12-1-12-316673","1-202-2021-991193",2016-08-17,32556.12,"2-202-2022-1734868",2016-06-17,35123.4630136986
"12-1-12-316682","1-201-2011-991364",2015-12-11,11217,"2-202-2022-1735225",2016-06-18,35206.301369863
"12-1-12-316902","1-201-2011-994561",2015-12-18,11503,"2-202-2022-1740718",2016-06-25,35703.3315068493
"12-1-12-316814","1-201-2011-996009",2015-12-21,11647,"2-201-2011-747174",2016-06-27,35869.0082191781
"12-1-12-317130","1-201-2011-992971",2015-12-15,11360,"2-202-2022-1737164",2016-06-20,35289.1397260274
"12-1-12-317080","1-202-2021-996246",2016-08-29,33294.51,"2-202-2022-1743739",2016-06-29,36034.6849315068
"12-1-12-317223","1-201-2011-996644",2015-12-23,11742,"2-201-2011-748666",2016-07-01,36200.3616438356
"12-1-12-317338","1-202-2021-996968",2016-08-31,33361.64,"2-202-2022-1746807",2016-07-03,36283.2
"12-1-12-317341","1-202-2021-997613",2016-09-01,33428.76,"2-202-2022-1743121",2016-06-28,35869.0082191781
"12-1-12-317675","1-202-2021-994316",2016-08-25,32891.75,"2-202-2022-1742835",2016-06-28,35786.1698630137
"12-1-12-317445","1-202-2021-997436",2016-09-01,33428.76,"2-202-2022-1746128",2016-07-02,36200.3616438356
"12-1-12-317447","1-202-2021-997943",2016-09-02,33495.89,"2-202-2022-1745427",2016-07-01,36117.5232876712
"12-1-12-317450","1-201-2011-997292",2015-12-24,11742,"2-202-2022-1745220",2016-07-01,36117.5232876712
"12-1-12-317382","1-202-2021-993650",2016-08-23,32824.63,"2-202-2022-1740027",2016-06-24,35537.6547945205
"12-1-12-317475","1-201-2011-997331",2015-12-25,11790,"2-201-2011-749616",2016-07-04,36366.0383561644
"12-1-12-317490","1-201-2011-998127",2015-12-26,11838,"2-202-2022-1747222",2016-07-03,36283.2
"12-1-12-317627","1-202-2021-999000",2016-09-04,33563.01,"2-202-2022-1748227",2016-07-05,36366.0383561644
"12-1-12-317717","1-201-2011-996575",2015-12-23,11456,"2-201-2011-749647",2016-07-04,35951.8465753425
"12-1-12-317735","1-201-2011-998912",2015-12-28,11694,"2-202-2022-1748710",2016-07-05,36034.6849315068
"12-1-12-317842","1-202-2021-997300",2016-08-31,33026.01,"2-202-2022-1747922",2016-07-04,35951.8465753425
"12-1-12-317978","1-201-2011-998412",2015-12-27,11647,"2-201-2011-750660",2016-07-07,36200.3616438356
"12-1-12-317893","1-201-2011-998317",2015-12-27,11647,"2-202-2022-1749097",2016-07-06,36117.5232876712
"12-1-12-317793","1-201-2011-994519",2015-12-18,11217,"2-202-2022-1742721",2016-06-28,35454.8164383562
"12-1-12-318248","1-201-2011-1000254",2015-12-31,11694,"2-202-2022-1748820",2016-07-06,35869.0082191781
"12-1-12-317796","1-202-2021-995960",2016-08-28,32824.63,"2-201-2011-748125",2016-06-29,35537.6547945205
"12-1-12-317992","1-202-2021-999336",2016-09-05,33361.64,"2-202-2022-1749581",2016-07-07,36200.3616438356
"12-1-12-317798","1-202-2021-995033",2016-08-26,32690.38,"2-202-2022-1743818",2016-06-29,35537.6547945205
"12-1-12-317911","1-201-2011-995717",2015-12-21,11360,"2-202-2022-1742982",2016-06-28,35454.8164383562
"12-1-12-317920","1-202-2021-994405",2016-08-25,32623.25,"2-201-2011-747190",2016-06-27,35371.9780821918
"12-1-12-318012","1-201-2011-999511",2015-12-29,11742,"2-201-2011-751415",2016-07-09,36366.0383561644
"12-1-12-318261","1-201-2011-999583",2015-12-30,11647,"2-202-2022-1752047",2016-07-10,36200.3616438356
"12-1-12-318391","1-202-2021-1000377",2016-09-07,33227.38,"2-202-2022-1750395",2016-07-08,35951.8465753425
"12-1-12-318393","1-201-2011-1000183",2015-12-31,11647,"2-202-2022-1751201",2016-07-09,36034.6849315068
"12-1-12-318208","1-202-2021-997262",2016-08-31,33026.01,"2-202-2022-1745729",2016-07-02,35786.1698630137
"12-1-12-318210","1-202-2021-996935",2016-08-31,33026.01,"2-202-2022-1746833",2016-07-03,35869.0082191781
"12-1-12-318234","1-201-2011-997409",2015-12-25,11503,"2-202-2022-1747534",2016-07-04,35869.0082191781
"12-1-12-318323","1-201-2011-997423",2015-12-25,11408,"2-201-2011-748779",2016-07-01,35454.8164383562
"12-1-12-318586","1-201-2011-996401",2015-12-22,10883,"2-201-2011-749273",2016-07-03,34957.7863013699
"12-1-12-318515","1-201-2011-1001006",2016-01-02,11408,"2-202-2022-1751272",2016-07-09,35454.8164383562
"12-1-12-318828","1-201-2011-1001516",2016-01-03,11122,"2-201-2011-752641",2016-07-13,35206.301369863
"12-1-12-318665","1-201-2011-1001397",2016-01-03,11265,"2-202-2022-1751830",2016-07-10,35206.301369863
"12-1-12-318771","1-202-2021-999039",2016-09-04,32287.62,"2-202-2022-1747679",2016-07-04,34709.2712328767
"12-1-12-318778","1-201-2011-998222",2015-12-27,10931,"2-201-2011-750314",2016-07-06,34874.9479452055
"12-1-12-319208","1-202-2021-1000283",2016-09-07,32019.12,"2-202-2022-1752184",2016-07-10,34626.4328767123
"12-1-12-319081","1-202-2021-999085",2016-09-05,31884.86,"2-202-2022-1748196",2016-07-05,34212.2410958904
"12-1-12-319022","1-201-2011-1001853",2016-01-04,11026,"2-202-2022-1755482",2016-07-14,35040.6246575342
"12-1-12-319157","1-201-2011-1003133",2016-01-07,11122,"2-202-2022-1756701",2016-07-16,35123.4630136986
"12-1-12-319260","1-202-2021-1003457",2016-09-14,32489,"2-202-2022-1755157",2016-07-14,34957.7863013699
"12-1-12-319177","1-202-2021-998917",2016-09-04,31817.74,"2-201-2011-750202",2016-07-06,34295.0794520548
"12-1-12-319388","1-201-2011-1003269",2016-01-07,11122,"2-201-2011-753099",2016-07-15,35040.6246575342
"12-1-12-319497","1-201-2011-1001444",2016-01-03,10931,"2-202-2022-1753723",2016-07-12,34792.1095890411
"12-1-12-319336","1-202-2021-1000945",2016-09-09,32153.37,"2-202-2022-1751582",2016-07-09,34543.5945205479
"12-1-12-319536","1-201-2011-1004002",2016-01-09,11217,"2-201-2011-754026",2016-07-17,35206.301369863
"12-1-12-319747","1-201-2011-1001153",2016-01-02,10883,"2-202-2022-1752177",2016-07-10,34626.4328767123
"12-1-12-319644","1-201-2011-1001913",2016-01-04,10978,"2-202-2022-1753620",2016-07-12,34792.1095890411
"12-1-12-319570","1-202-2021-1004668",2016-09-17,32690.38,"2-202-2022-1759673",2016-07-20,35454.8164383562
"12-1-12-319758","1-202-2021-1001516",2016-09-10,32220.49,"2-201-2011-752086",2016-07-11,34709.2712328767
"12-1-12-319713","1-202-2021-1004934",2016-09-18,32757.5,"2-202-2022-1758773",2016-07-19,35371.9780821918
"12-1-12-319847","1-202-2021-1004699",2016-09-17,32690.38,"2-202-2022-1757836",2016-07-17,35206.301369863
"12-1-12-320052","1-201-2011-1003200",2016-01-07,11026,"2-201-2011-753889",2016-07-17,35040.6246575342
"12-1-12-319870","1-201-2011-1001976",2016-01-04,10978,"2-202-2022-1752200",2016-07-10,34626.4328767123
"12-1-12-320105","1-202-2021-1006253",2016-09-21,32824.63,"2-202-2022-1761991",2016-07-23,35537.6547945205
"12-1-12-320196","1-201-2011-1006012",2016-01-13,11313,"2-202-2022-1759822",2016-07-20,35289.1397260274
"12-1-12-320112","1-201-2011-1005471",2016-01-12,11265,"2-201-2011-755310",2016-07-21,35371.9780821918
"12-1-12-320243","1-201-2011-1005825",2016-01-13,11313,"2-201-2011-756012",2016-07-23,35537.6547945205
"12-1-12-320169","1-201-2011-1003166",2016-01-07,11026,"2-202-2022-1756868",2016-07-16,34957.7863013699
"12-1-12-320260","1-201-2011-1005763",2016-01-13,11313,"2-202-2022-1763876",2016-07-25,35703.3315068493
"12-1-12-320608","1-202-2021-1007358",2016-09-23,32690.38,"2-202-2022-1763549",2016-07-25,35371.9780821918
"12-1-12-320386","1-202-2021-1005845",2016-09-20,32690.38,"2-202-2022-1763983",2016-07-25,35620.4931506849
"12-1-12-320475","1-202-2021-1007278",2016-09-23,32891.75,"2-202-2022-1762198",2016-07-23,35454.8164383562
"12-1-12-320627","1-202-2021-1006624",2016-09-22,32623.25,"2-202-2022-1763775",2016-07-25,35371.9780821918
"12-1-12-320415","1-201-2011-1002780",2016-01-06,10931,"2-201-2011-753612",2016-07-16,34874.9479452055
"12-1-12-320507","1-201-2011-1007616",2016-01-17,11456,"2-201-2011-756934",2016-07-26,35703.3315068493
"12-1-12-320741","1-202-2021-1005174",2016-09-18,32354.75,"2-202-2022-1759989",2016-07-20,34957.7863013699
"12-1-12-320645","1-201-2011-1007767",2016-01-17,11313,"2-202-2022-1763812",2016-07-25,35371.9780821918
"12-1-12-320554","1-202-2021-1004685",2016-09-17,32489,"2-201-2011-754279",2016-07-18,35040.6246575342
"12-1-12-320900","1-201-2011-1007910",2016-01-18,11265,"2-202-2022-1764760",2016-07-26,35289.1397260274
"12-1-12-320690","1-201-2011-1004457",2016-01-10,10978,"2-202-2022-1757976",2016-07-18,34792.1095890411
"12-1-12-321044","1-201-2011-1008909",2016-01-20,11360,"2-202-2022-1767036",2016-07-29,35537.6547945205
"12-1-12-320809","1-202-2021-1008532",2016-09-26,32824.63,"2-202-2022-1765308",2016-07-27,35454.8164383562
"12-1-12-320943","1-201-2011-1008670",2016-01-19,11313,"2-202-2022-1765792",2016-07-28,35454.8164383562
"12-1-12-320862","1-201-2011-1004926",2016-01-11,10978,"2-202-2022-1760818",2016-07-21,34957.7863013699
"12-1-12-320966","1-202-2021-1005288",2016-09-19,32287.62,"2-202-2022-1761428",2016-07-22,34957.7863013699
"12-1-12-320982","1-201-2011-1005531",2016-01-12,10978,"2-202-2022-1760832",2016-07-21,34874.9479452055
"12-1-12-321194","1-202-2021-1010005",2016-09-29,32623.25,"2-202-2022-1767637",2016-07-30,35206.301369863
"12-1-12-321227","1-201-2011-1005241",2016-01-12,10740,"2-202-2022-1760989",2016-07-21,34460.7561643836
"12-1-12-321456","1-202-2021-1010846",2016-10-01,32757.5,"2-202-2022-1768528",2016-07-31,35289.1397260274
"12-1-12-321418","1-201-2011-1007488",2016-01-17,10978,"2-202-2022-1763109",2016-07-24,34709.2712328767
"12-1-12-321539","1-201-2011-1007438",2016-01-17,10978,"2-202-2022-1764149",2016-07-26,34874.9479452055
"12-1-12-321723","1-201-2011-1010877",2016-01-24,11313,"2-202-2022-1769706",2016-08-02,35454.8164383562
"12-1-12-321779","1-201-2011-1007745",2016-01-17,10978,"2-201-2011-958524",2016-07-24,34709.2712328767
"12-1-12-321802","1-201-2011-1007961",2016-01-18,11026,"2-202-2022-1766051",2016-07-28,35040.6246575342
"12-1-12-321878","1-202-2021-1012019",2016-10-04,32958.88,"2-202-2022-1771637",2016-08-04,35620.4931506849
"12-1-12-322072","1-201-2011-1008435",2016-01-19,11074,"2-201-2011-757548",2016-07-28,35040.6246575342
"12-1-12-322099","1-201-2011-1007947",2016-01-18,11026,"2-202-2022-1767351",2016-07-30,35206.301369863
"12-1-12-322105","1-201-2011-1009369",2016-01-21,11169,"2-202-2022-1766655",2016-07-29,35123.4630136986
"12-1-12-322120","1-201-2011-1010714",2016-01-24,11313,"2-202-2022-1768008",2016-07-31,35289.1397260274
"12-1-12-322286","1-202-2021-1013183",2016-10-07,33160.26,"2-202-2022-1773247",2016-08-06,35786.1698630137
"12-1-12-322395","1-201-2011-1011286",2016-01-25,11360,"2-202-2022-1769896",2016-08-02,35454.8164383562
"12-1-12-322405","1-201-2011-1012954",2016-01-29,11551,"2-201-2011-760247",2016-08-05,35703.3315068493
"12-1-12-322624","1-201-2011-1009754",2016-01-22,11217,"2-201-2011-758581",2016-07-31,35289.1397260274
"12-1-12-322653","1-201-2011-1011320",2016-01-25,11360,"2-202-2022-1768633",2016-07-31,35289.1397260274
"12-1-12-322740","1-201-2011-1014826",2016-02-02,11742,"2-201-2011-761737",2016-08-10,36117.5232876712
"12-1-12-322774","1-201-2011-1011340",2016-01-25,11360,"2-202-2022-1766859",2016-07-29,35123.4630136986
"12-1-12-322775","1-201-2011-1010617",2016-01-24,11313,"2-201-2011-758377",2016-07-31,35289.1397260274
"12-1-12-323006","1-201-2011-1014716",2016-02-02,11694,"2-202-2022-1774364",2016-08-08,35869.0082191781
"12-1-12-322917","1-201-2011-1014615",2016-02-02,11742,"2-202-2022-1778519",2016-08-13,36366.0383561644
"12-1-12-322921","1-201-2011-1015804",2016-02-05,11885,"2-201-2011-762654",2016-08-13,36366.0383561644
"12-1-12-322929","1-202-2021-1011278",2016-10-02,32824.63,"2-202-2022-1770907",2016-08-03,35537.6547945205
"12-1-12-322816","1-202-2021-1010592",2016-10-01,32757.5,"2-202-2022-1772526",2016-08-05,35703.3315068493
"12-1-12-323049","1-202-2021-1013996",2016-10-09,33227.38,"2-201-2011-762266",2016-08-11,36117.5232876712
"12-1-12-323173","1-201-2011-1014222",2016-02-01,11647,"2-202-2022-1777143",2016-08-12,36200.3616438356
"12-1-12-323205","1-201-2011-1015632",2016-02-04,11790,"2-202-2022-1778380",2016-08-13,36283.2
"12-1-12-323333","1-201-2011-1015777",2016-02-05,11838,"2-202-2022-1776547",2016-08-11,36117.5232876712
"12-1-12-323441","1-201-2011-1013210",2016-01-30,11551,"2-202-2022-1772724",2016-08-06,35703.3315068493
"12-1-12-323463","1-201-2011-1013124",2016-01-30,11551,"2-201-2011-760488",2016-08-06,35703.3315068493
"12-1-12-323621","1-202-2021-1014048",2016-10-09,33227.38,"2-201-2011-761617",2016-08-09,35951.8465753425
"12-1-12-323722","1-201-2011-1013876",2016-01-31,11503,"2-202-2022-1774964",2016-08-09,35786.1698630137
"12-1-12-323759","1-201-2011-1015113",2016-02-03,11647,"2-202-2022-1776293",2016-08-10,35869.0082191781
"12-1-12-323976","1-202-2021-1018693",2016-10-19,33697.27,"2-201-2011-764007",2016-08-17,36366.0383561644
"12-1-12-324092","1-201-2011-1018753",2016-02-11,11838,"2-202-2022-1782268",2016-08-18,36200.3616438356
"12-1-12-323998","1-201-2011-1014687",2016-02-02,11551,"2-202-2022-1776043",2016-08-10,35786.1698630137
"12-1-12-324352","1-201-2011-1018550",2016-02-11,11742,"2-201-2011-764687",2016-08-19,36117.5232876712
"12-1-12-324418","1-201-2011-1015441",2016-02-04,11408,"2-202-2022-1777250",2016-08-12,35537.6547945205
"12-1-12-324336","1-202-2021-1016554",2016-10-14,33026.01,"2-202-2022-1779482",2016-08-15,35786.1698630137
"12-1-12-324636","1-201-2011-1018900",2016-02-12,11790,"2-202-2022-1784267",2016-08-21,36283.2
"12-1-12-324448","1-202-2021-1016845",2016-10-15,33093.13,"2-201-2011-763021",2016-08-14,35703.3315068493
"12-1-12-324576","1-202-2021-1016586",2016-10-14,33026.01,"2-202-2022-1778946",2016-08-14,35703.3315068493
"12-1-12-324579","1-201-2011-1015648",2016-02-04,11408,"2-201-2011-763230",2016-08-14,35703.3315068493
"12-1-12-324821","1-202-2021-1021340",2016-10-25,33764.39,"2-202-2022-1785600",2016-08-23,36448.8767123288
"12-1-12-325067","1-201-2011-1021328",2016-02-17,11981,"2-202-2022-1787643",2016-08-25,36531.7150684931
"12-1-12-324747","1-201-2011-1017386",2016-02-08,11599,"2-201-2011-763719",2016-08-16,35869.0082191781
"12-1-12-324762","1-202-2021-1018021",2016-10-18,33294.51,"2-202-2022-1782292",2016-08-18,36034.6849315068
"12-1-12-324889","1-201-2011-1017382",2016-02-08,11599,"2-201-2011-764467",2016-08-18,36034.6849315068
"12-1-12-324897","1-202-2021-1018448",2016-10-19,33361.64,"2-201-2011-763931",2016-08-16,35869.0082191781
"12-1-12-325000","1-201-2011-1017072",2016-02-08,11599,"2-202-2022-1783763",2016-08-20,36200.3616438356
"12-1-12-325001","1-201-2011-1017792",2016-02-09,11647,"2-201-2011-764002",2016-08-17,35951.8465753425
"12-1-12-325125","1-201-2011-1017488",2016-02-09,11599,"2-202-2022-1781536",2016-08-17,35869.0082191781
"12-1-12-325223","1-202-2021-1021227",2016-10-25,33630.14,"2-202-2022-1788497",2016-08-26,36531.7150684931
"12-1-12-325456","1-202-2021-1019226",2016-10-20,33026.01,"2-202-2022-1784123",2016-08-21,35786.1698630137
"12-1-12-325591","1-202-2021-1021268",2016-10-25,33160.26,"2-202-2022-1788752",2016-08-27,36034.6849315068
"12-1-12-325269","1-202-2021-1017307",2016-10-16,32824.63,"2-202-2022-1782945",2016-08-19,35703.3315068493
"12-1-12-325503","1-201-2011-1022388",2016-02-20,11742,"2-202-2022-1789883",2016-08-28,36117.5232876712
"12-1-12-325428","1-202-2021-1018755",2016-10-19,32958.88,"2-202-2022-1783540",2016-08-20,35703.3315068493
"12-1-12-325531","1-202-2021-1018293",2016-10-18,32690.38,"2-202-2022-1783408",2016-08-20,35454.8164383562
"12-1-12-325755","1-202-2021-1023257",2016-10-30,33495.89,"2-202-2022-1791675",2016-08-30,36283.2
"12-1-12-325694","1-202-2021-1020351",2016-10-23,33026.01,"2-201-2011-766214",2016-08-23,35703.3315068493
"12-1-12-325695","1-202-2021-1020378",2016-10-23,33026.01,"2-202-2022-1787641",2016-08-25,35869.0082191781
"12-1-12-325916","1-201-2011-1024403",2016-02-24,11933,"2-201-2011-768550",2016-08-31,36366.0383561644
"12-1-12-326034","1-201-2011-1023001",2016-02-21,11790,"2-201-2011-767942",2016-08-29,36200.3616438356
"12-1-12-326037","1-202-2021-1023693",2016-10-31,33563.01,"2-202-2022-1791840",2016-08-31,36366.0383561644
"12-1-12-326047","1-201-2011-1023940",2016-02-23,11885,"2-202-2022-1792994",2016-09-01,36448.8767123288
"12-1-12-325948","1-201-2011-1024309",2016-02-24,11933,"2-202-2022-1793410",2016-09-02,36531.7150684931
"12-1-12-325878","1-202-2021-1020603",2016-10-24,33093.13,"2-202-2022-1788115",2016-08-26,35951.8465753425
"12-1-12-325967","1-201-2011-1019558",2016-02-13,11408,"2-202-2022-1785149",2016-08-22,35620.4931506849
"12-1-12-326222","1-202-2021-1024260",2016-11-01,33630.14,"2-201-2011-770130",2016-09-04,36697.3917808219
"12-1-12-326311","1-201-2011-1020769",2016-02-16,11551,"2-202-2022-1789300",2016-08-27,36034.6849315068
"12-1-12-326231","1-202-2021-1024831",2016-11-02,33697.27,"2-202-2022-1793929",2016-09-02,36531.7150684931
"12-1-12-326145","1-201-2011-1020696",2016-02-16,11551,"2-202-2022-1787077",2016-08-24,35786.1698630137
"12-1-12-326266","1-202-2021-1024035",2016-10-31,33563.01,"2-201-2011-769941",2016-09-04,36697.3917808219
"12-1-12-326337","1-202-2021-1024295",2016-11-01,33428.76,"2-201-2011-769339",2016-09-02,36283.2
"12-1-12-326367","1-201-2011-1024819",2016-02-25,11838,"2-202-2022-1793378",2016-09-02,36283.2
"12-1-12-326368","1-202-2021-1024770",2016-11-02,33495.89,"2-202-2022-1795078",2016-09-04,36448.8767123288
"12-1-12-326480","1-201-2011-1025301",2016-02-26,11885,"2-202-2022-1793896",2016-09-02,36283.2
"12-1-12-326575","1-201-2011-1023364",2016-02-22,11694,"2-202-2022-1790736",2016-08-29,35951.8465753425
"12-1-12-326579","1-202-2021-1022910",2016-10-29,33227.38,"2-202-2022-1790144",2016-08-28,35869.0082191781
"12-1-12-326511","1-202-2021-1025251",2016-11-03,33563.01,"2-201-2011-770324",2016-09-05,36531.7150684931
"12-1-12-326606","1-201-2011-1024568",2016-02-25,11838,"2-201-2011-769636",2016-09-03,36366.0383561644
"12-1-12-326710","1-202-2021-1023308",2016-10-30,33294.51,"2-202-2022-1788709",2016-08-27,35786.1698630137
"12-1-12-326926","1-201-2011-1026968",2016-03-01,11933,"2-202-2022-1797716",2016-09-07,36448.8767123288
"12-1-12-326975","1-202-2021-1022752",2016-10-29,33026.01,"2-202-2022-1791929",2016-08-31,35869.0082191781
"12-1-12-327082","1-201-2011-1027278",2016-03-02,11790,"2-201-2011-771291",2016-09-08,36200.3616438356
"12-1-12-327192","1-201-2011-1026675",2016-03-01,11694,"2-201-2011-771550",2016-09-09,36200.3616438356
"12-1-12-327309","1-201-2011-1028043",2016-03-04,11742,"2-202-2022-1800778",2016-09-11,36200.3616438356
"12-1-12-327339","1-202-2021-1026984",2016-11-07,33160.26,"2-201-2011-772417",2016-09-11,36200.3616438356
"12-1-12-327237","1-201-2011-1028441",2016-03-05,11885,"2-202-2022-1800213",2016-09-11,36366.0383561644
"12-1-12-327444","1-201-2011-1028029",2016-03-04,11742,"2-202-2022-1800031",2016-09-10,36117.5232876712
"12-1-12-327596","1-201-2011-1028023",2016-03-04,11742,"2-201-2011-773136",2016-09-13,36366.0383561644
"12-1-12-327691","1-201-2011-1025675",2016-02-27,11456,"2-202-2022-1796196",2016-09-05,35703.3315068493
"12-1-12-327609","1-201-2011-1028536",2016-03-05,11790,"2-202-2022-1802662",2016-09-14,36448.8767123288
"12-1-12-327630","1-202-2021-1030075",2016-11-14,33630.14,"2-201-2011-772764",2016-09-12,36283.2
"12-1-12-327759","1-201-2011-1030158",2016-03-08,11933,"2-202-2022-1801940",2016-09-13,36366.0383561644
"12-1-12-327765","1-201-2011-1030132",2016-03-08,11933,"2-202-2022-1802956",2016-09-14,36448.8767123288
"12-1-12-327661","1-202-2021-1025178",2016-11-03,32891.75,"2-202-2022-1794960",2016-09-04,35620.4931506849
"12-1-12-327780","1-201-2011-1029827",2016-03-08,11933,"2-202-2022-1803132",2016-09-14,36448.8767123288
"12-1-12-328011","1-202-2021-1027363",2016-11-08,32891.75,"2-201-2011-772331",2016-09-11,35786.1698630137
"12-1-12-327919","1-201-2011-1029036",2016-03-06,11647,"2-202-2022-1804032",2016-09-16,36283.2
"12-1-12-327921","1-202-2021-1030651",2016-11-16,33495.89,"2-202-2022-1804553",2016-09-16,36283.2
"12-1-12-327923","1-202-2021-1029964",2016-11-14,33361.64,"2-202-2022-1803119",2016-09-14,36117.5232876712
"12-1-12-327822","1-202-2021-1026632",2016-11-06,33093.13,"2-202-2022-1798125",2016-09-08,35951.8465753425
"12-1-12-328022","1-201-2011-1027680",2016-03-03,11456,"2-202-2022-1801288",2016-09-12,35869.0082191781
"12-1-12-328041","1-201-2011-1029775",2016-03-08,11551,"2-201-2011-773375",2016-09-14,35786.1698630137
"12-1-12-327851","1-202-2021-1027712",2016-11-09,33294.51,"2-202-2022-1799661",2016-09-10,36117.5232876712
"12-1-12-328164","1-201-2011-1027361",2016-03-02,11265,"2-201-2011-772113",2016-09-10,35454.8164383562
"12-1-12-328551","1-201-2011-1028633",2016-03-05,11408,"2-202-2022-1800414",2016-09-11,35537.6547945205
"12-1-12-328253","1-202-2021-1027898",2016-11-09,32757.5,"2-202-2022-1799172",2016-09-09,35371.9780821918
"12-1-12-328484","1-201-2011-1030992",2016-03-10,11647,"2-202-2022-1806439",2016-09-19,36200.3616438356
"12-1-12-328487","1-202-2021-1031688",2016-11-18,33361.64,"2-202-2022-1807087",2016-09-20,36283.2
"12-1-12-328928","1-201-2011-1033705",2016-03-17,11981,"2-202-2022-1809893",2016-09-23,36531.7150684931
"12-1-12-328819","1-201-2011-1028260",2016-03-04,11360,"2-202-2022-1803175",2016-09-14,35786.1698630137
"12-1-12-328741","1-201-2011-1033224",2016-03-15,11885,"2-201-2011-774822",2016-09-19,36200.3616438356
"12-1-12-328860","1-201-2011-1030403",2016-03-09,11599,"2-202-2022-1803415",2016-09-15,35869.0082191781
"12-1-12-328972","1-201-2011-1030259",2016-03-09,11599,"2-202-2022-1804128",2016-09-16,35951.8465753425
"12-1-12-329091","1-201-2011-1030840",2016-03-10,11408,"2-201-2011-773236",2016-09-14,35371.9780821918
"12-1-12-328979","1-201-2011-1029458",2016-03-07,11503,"2-202-2022-1803894",2016-09-15,35869.0082191781
"12-1-12-328984","1-202-2021-1030653",2016-11-16,33227.38,"2-202-2022-1803539",2016-09-15,35869.0082191781
"12-1-12-329100","1-202-2021-1030935",2016-11-16,32891.75,"2-201-2011-773380",2016-09-14,35371.9780821918
"12-1-12-329113","1-201-2011-1031030",2016-03-10,11408,"2-202-2022-1804167",2016-09-16,35537.6547945205
"12-1-12-329358","1-201-2011-1034741",2016-03-19,11551,"2-202-2022-1811834",2016-09-26,35869.0082191781
"12-1-12-329173","1-201-2011-1034475",2016-03-18,11551,"2-201-2011-776537",2016-09-24,35786.1698630137
"12-1-12-329190","1-201-2011-1033885",2016-03-17,11503,"2-201-2011-777054",2016-09-25,35869.0082191781
"12-1-12-329400","1-201-2011-1031858",2016-03-12,11217,"2-202-2022-1804635",2016-09-16,35040.6246575342
"12-1-12-329402","1-202-2021-1031253",2016-11-17,32556.12,"2-202-2022-1805649",2016-09-18,35206.301369863
"12-1-12-329537","1-202-2021-1031661",2016-11-18,32623.25,"2-201-2011-774713",2016-09-18,35206.301369863
"12-1-12-329552","1-202-2021-1032331",2016-11-19,32690.38,"2-202-2022-1806090",2016-09-18,35206.301369863
"12-1-12-329554","1-201-2011-1032273",2016-03-13,11265,"2-202-2022-1806972",2016-09-19,35289.1397260274
"12-1-12-329476","1-201-2011-1035077",2016-03-20,11599,"2-202-2022-1812238",2016-09-26,35869.0082191781
"12-1-12-329761","1-201-2011-1035809",2016-03-21,11647,"2-201-2011-777953",2016-09-28,36034.6849315068
"12-1-12-330195","1-202-2021-1037115",2016-11-30,33361.64,"2-201-2011-779040",2016-10-01,36200.3616438356
"12-1-12-330103","1-201-2011-1033556",2016-03-16,11360,"2-202-2022-1809519",2016-09-23,35537.6547945205
"12-1-12-330122","1-201-2011-1033295",2016-03-16,11360,"2-201-2011-775506",2016-09-21,35371.9780821918
"12-1-12-330041","1-201-2011-1036392",2016-03-23,11694,"2-201-2011-778437",2016-09-30,36117.5232876712
"12-1-12-330292","1-201-2011-1034484",2016-03-18,11408,"2-202-2022-1810678",2016-09-24,35537.6547945205
"12-1-12-330495","1-201-2011-1038478",2016-03-27,11790,"2-202-2022-1817792",2016-10-04,36283.2
"12-1-12-330305","1-201-2011-1037436",2016-03-25,11694,"2-202-2022-1814356",2016-09-29,35869.0082191781
"12-1-12-330400","1-202-2021-1034550",2016-11-24,32824.63,"2-201-2011-776141",2016-09-23,35371.9780821918
"12-1-12-330327","1-202-2021-1037917",2016-12-02,33361.64,"2-202-2022-1816662",2016-10-02,36117.5232876712
"12-1-12-330635","1-201-2011-1038488",2016-03-27,11790,"2-202-2022-1817589",2016-10-03,36200.3616438356
"12-1-12-330538","1-201-2011-1034551",2016-03-18,11360,"2-202-2022-1811378",2016-09-25,35537.6547945205
"12-1-12-330781","1-202-2021-1039316",2016-12-05,33563.01,"2-202-2022-1818553",2016-10-04,36283.2
